state_name,state_fips,state_abbrev,county_name,county_fips,year,month,total_claims
New Jersey,34,NJ,Hunterdon,34028,2016,10,624
New Jersey,34,NJ,Hunterdon,34029,2016,11,647
New Jersey,34,NJ,Hunterdon,34030,2016,12,751
New Jersey,34,NJ,Hunterdon,34031,2017,1,"1,027"
New Jersey,34,NJ,Hunterdon,34032,2017,2,"1,034"
New Jersey,34,NJ,Hunterdon,34033,2017,3,"1,016"
New Jersey,34,NJ,Hunterdon,34034,2017,4,851
New Jersey,34,NJ,Hunterdon,34035,2017,5,741
New Jersey,34,NJ,Hunterdon,34036,2017,6,725
New Jersey,34,NJ,Hunterdon,34037,2017,7,882
New Jersey,34,NJ,Hunterdon,34038,2017,8,893
New Jersey,34,NJ,Hunterdon,34039,2017,9,696
New Jersey,34,NJ,Hunterdon,34040,2017,10,672
New Jersey,34,NJ,Hunterdon,34041,2017,11,705
New Jersey,34,NJ,Hunterdon,34042,2017,12,784
New Jersey,34,NJ,Hunterdon,34043,2018,1,"1,093"
New Jersey,34,NJ,Hunterdon,34044,2018,2,"1,066"
New Jersey,34,NJ,Hunterdon,34045,2018,3,"1,028"
New Jersey,34,NJ,Hunterdon,34046,2018,4,794
New Jersey,34,NJ,Hunterdon,34047,2018,5,694
New Jersey,34,NJ,Hunterdon,34048,2018,6,691
New Jersey,34,NJ,Hunterdon,34049,2018,7,830
New Jersey,34,NJ,Hunterdon,34050,2018,8,802
New Jersey,34,NJ,Hunterdon,34051,2018,9,619
New Jersey,34,NJ,Hunterdon,34052,2018,10,588
New Jersey,34,NJ,Hunterdon,34053,2018,11,636
New Jersey,34,NJ,Hunterdon,34054,2018,12,738
New Jersey,34,NJ,Hunterdon,34055,2019,1,"1,023"
New Jersey,34,NJ,Hunterdon,34056,2019,2,"1,059"
New Jersey,34,NJ,Hunterdon,34057,2019,3,974
New Jersey,34,NJ,Hunterdon,34058,2019,4,704
New Jersey,34,NJ,Hunterdon,34059,2019,5,641
New Jersey,34,NJ,Hunterdon,34060,2019,6,643
New Jersey,34,NJ,Hunterdon,34061,2019,7,796
New Jersey,34,NJ,Hunterdon,34062,2019,8,811
New Jersey,34,NJ,Hunterdon,34063,2019,9,598
New Jersey,34,NJ,Hunterdon,34064,2019,10,591
New Jersey,34,NJ,Hunterdon,34065,2019,11,620
New Jersey,34,NJ,Hunterdon,34066,2019,12,735
New Jersey,34,NJ,Hunterdon,34067,2020,1,"1,021"
New Jersey,34,NJ,Mercer,34021,2016,1,"3,747"
New Jersey,34,NJ,Mercer,34022,2016,2,"3,763"
New Jersey,34,NJ,Mercer,34023,2016,3,"3,537"
New Jersey,34,NJ,Mercer,34024,2016,4,"2,975"
New Jersey,34,NJ,Mercer,34025,2016,5,"2,893"
New Jersey,34,NJ,Mercer,34026,2016,6,"2,985"
New Jersey,34,NJ,Mercer,34027,2016,7,"3,863"
New Jersey,34,NJ,Mercer,34028,2016,8,"3,844"
New Jersey,34,NJ,Mercer,34029,2016,9,"2,765"
New Jersey,34,NJ,Mercer,34030,2016,10,"2,688"
New Jersey,34,NJ,Mercer,34031,2016,11,"2,690"
New Jersey,34,NJ,Mercer,34032,2016,12,"2,900"
New Jersey,34,NJ,Mercer,34033,2017,1,"3,656"
New Jersey,34,NJ,Mercer,34034,2017,2,"3,578"
New Jersey,34,NJ,Mercer,34035,2017,3,"3,738"
New Jersey,34,NJ,Mercer,34036,2017,4,"3,222"
New Jersey,34,NJ,Mercer,34037,2017,5,"2,766"
New Jersey,34,NJ,Mercer,34038,2017,6,"2,896"
New Jersey,34,NJ,Mercer,34039,2017,7,"3,763"
New Jersey,34,NJ,Mercer,34040,2017,8,"3,734"
New Jersey,34,NJ,Mercer,34041,2017,9,"2,723"
New Jersey,34,NJ,Mercer,34042,2017,10,"2,669"
New Jersey,34,NJ,Mercer,34043,2017,11,"2,824"
New Jersey,34,NJ,Mercer,34044,2017,12,"3,032"
New Jersey,34,NJ,Mercer,34045,2018,1,"3,757"
New Jersey,34,NJ,Mercer,34046,2018,2,"3,532"
New Jersey,34,NJ,Mercer,34047,2018,3,"3,377"
New Jersey,34,NJ,Mercer,34048,2018,4,"2,895"
New Jersey,34,NJ,Mercer,34049,2018,5,"2,600"
New Jersey,34,NJ,Mercer,34050,2018,6,"2,763"
New Jersey,34,NJ,Mercer,34051,2018,7,"3,743"
New Jersey,34,NJ,Mercer,34052,2018,8,"3,763"
New Jersey,34,NJ,Mercer,34053,2018,9,"2,620"
New Jersey,34,NJ,Mercer,34054,2018,10,"2,560"
New Jersey,34,NJ,Mercer,34055,2018,11,"2,644"
New Jersey,34,NJ,Mercer,34056,2018,12,"2,739"
New Jersey,34,NJ,Mercer,34057,2019,1,"3,522"
New Jersey,34,NJ,Mercer,34058,2019,2,"3,469"
New Jersey,34,NJ,Mercer,34059,2019,3,"3,242"
New Jersey,34,NJ,Mercer,34060,2019,4,"2,756"
New Jersey,34,NJ,Mercer,34061,2019,5,"2,609"
New Jersey,34,NJ,Mercer,34062,2019,6,"2,882"
New Jersey,34,NJ,Mercer,34063,2019,7,"3,720"
New Jersey,34,NJ,Mercer,34064,2019,8,"3,709"
New Jersey,34,NJ,Mercer,34065,2019,9,"2,763"
New Jersey,34,NJ,Mercer,34066,2019,10,"2,598"
New Jersey,34,NJ,Mercer,34067,2019,11,"2,674"
New Jersey,34,NJ,Mercer,34068,2019,12,"2,833"
New Jersey,34,NJ,Mercer,34069,2020,1,"3,591"
New Jersey,34,NJ,Middlesex,34023,2016,1,"8,088"
New Jersey,34,NJ,Middlesex,34024,2016,2,"8,369"
New Jersey,34,NJ,Middlesex,34025,2016,3,"7,891"
New Jersey,34,NJ,Middlesex,34026,2016,4,"6,936"
New Jersey,34,NJ,Middlesex,34027,2016,5,"6,698"
New Jersey,34,NJ,Middlesex,34028,2016,6,"6,490"
New Jersey,34,NJ,Middlesex,34029,2016,7,"8,141"
New Jersey,34,NJ,Middlesex,34030,2016,8,"8,234"
New Jersey,34,NJ,Middlesex,34031,2016,9,"6,071"
New Jersey,34,NJ,Middlesex,34032,2016,10,"5,955"
New Jersey,34,NJ,Middlesex,34033,2016,11,"6,000"
New Jersey,34,NJ,Middlesex,34034,2016,12,"6,150"
New Jersey,34,NJ,Middlesex,34035,2017,1,"7,434"
New Jersey,34,NJ,Middlesex,34036,2017,2,"7,583"
New Jersey,34,NJ,Middlesex,34037,2017,3,"7,688"
New Jersey,34,NJ,Middlesex,34038,2017,4,"7,618"
New Jersey,34,NJ,Middlesex,34039,2017,5,"6,260"
New Jersey,34,NJ,Middlesex,34040,2017,6,"6,451"
New Jersey,34,NJ,Middlesex,34041,2017,7,"8,340"
New Jersey,34,NJ,Middlesex,34042,2017,8,"8,233"
New Jersey,34,NJ,Middlesex,34043,2017,9,"5,854"
New Jersey,34,NJ,Middlesex,34044,2017,10,"5,659"
New Jersey,34,NJ,Middlesex,34045,2017,11,"6,002"
New Jersey,34,NJ,Middlesex,34046,2017,12,"5,991"
New Jersey,34,NJ,Middlesex,34047,2018,1,"7,374"
New Jersey,34,NJ,Middlesex,34048,2018,2,"7,409"
New Jersey,34,NJ,Middlesex,34049,2018,3,"7,306"
New Jersey,34,NJ,Middlesex,34050,2018,4,"6,453"
New Jersey,34,NJ,Middlesex,34051,2018,5,"5,973"
New Jersey,34,NJ,Middlesex,34052,2018,6,"6,125"
New Jersey,34,NJ,Middlesex,34053,2018,7,"7,870"
New Jersey,34,NJ,Middlesex,34054,2018,8,"7,850"
New Jersey,34,NJ,Middlesex,34055,2018,9,"5,571"
New Jersey,34,NJ,Middlesex,34056,2018,10,"5,228"
New Jersey,34,NJ,Middlesex,34057,2018,11,"5,512"
New Jersey,34,NJ,Middlesex,34058,2018,12,"5,408"
New Jersey,34,NJ,Middlesex,34059,2019,1,"6,735"
New Jersey,34,NJ,Middlesex,34060,2019,2,"7,044"
New Jersey,34,NJ,Middlesex,34061,2019,3,"6,737"
New Jersey,34,NJ,Middlesex,34062,2019,4,"5,935"
New Jersey,34,NJ,Middlesex,34063,2019,5,"5,465"
New Jersey,34,NJ,Middlesex,34064,2019,6,"5,669"
New Jersey,34,NJ,Middlesex,34065,2019,7,"7,492"
New Jersey,34,NJ,Middlesex,34066,2019,8,"7,410"
New Jersey,34,NJ,Middlesex,34067,2019,9,"5,218"
New Jersey,34,NJ,Middlesex,34068,2019,10,"4,990"
New Jersey,34,NJ,Middlesex,34069,2019,11,"5,477"
New Jersey,34,NJ,Middlesex,34070,2019,12,"5,595"
New Jersey,34,NJ,Middlesex,34071,2020,1,"7,043"
New Jersey,34,NJ,Monmouth,34025,2016,1,"6,587"
New Jersey,34,NJ,Monmouth,34026,2016,2,"7,013"
New Jersey,34,NJ,Monmouth,34027,2016,3,"6,251"
New Jersey,34,NJ,Monmouth,34028,2016,4,"4,967"
New Jersey,34,NJ,Monmouth,34029,2016,5,"4,714"
New Jersey,34,NJ,Monmouth,34030,2016,6,"4,404"
New Jersey,34,NJ,Monmouth,34031,2016,7,"5,546"
New Jersey,34,NJ,Monmouth,34032,2016,8,"5,582"
New Jersey,34,NJ,Monmouth,34033,2016,9,"4,089"
New Jersey,34,NJ,Monmouth,34034,2016,10,"4,249"
New Jersey,34,NJ,Monmouth,34035,2016,11,"4,793"
New Jersey,34,NJ,Monmouth,34036,2016,12,"4,937"
New Jersey,34,NJ,Monmouth,34037,2017,1,"6,317"
New Jersey,34,NJ,Monmouth,34038,2017,2,"6,361"
New Jersey,34,NJ,Monmouth,34039,2017,3,"6,170"
New Jersey,34,NJ,Monmouth,34040,2017,4,"5,584"
New Jersey,34,NJ,Monmouth,34041,2017,5,"4,307"
New Jersey,34,NJ,Monmouth,34042,2017,6,"4,202"
New Jersey,34,NJ,Monmouth,34043,2017,7,"5,399"
New Jersey,34,NJ,Monmouth,34044,2017,8,"5,376"
New Jersey,34,NJ,Monmouth,34045,2017,9,"4,019"
New Jersey,34,NJ,Monmouth,34046,2017,10,"4,100"
New Jersey,34,NJ,Monmouth,34047,2017,11,"4,560"
New Jersey,34,NJ,Monmouth,34048,2017,12,"4,895"
New Jersey,34,NJ,Monmouth,34049,2018,1,"6,372"
New Jersey,34,NJ,Monmouth,34050,2018,2,"6,096"
New Jersey,34,NJ,Monmouth,34051,2018,3,"5,769"
New Jersey,34,NJ,Monmouth,34052,2018,4,"4,665"
New Jersey,34,NJ,Monmouth,34053,2018,5,"4,119"
New Jersey,34,NJ,Monmouth,34054,2018,6,"4,014"
New Jersey,34,NJ,Monmouth,34055,2018,7,"5,312"
New Jersey,34,NJ,Monmouth,34056,2018,8,"5,239"
New Jersey,34,NJ,Monmouth,34057,2018,9,"3,827"
New Jersey,34,NJ,Monmouth,34058,2018,10,"3,834"
New Jersey,34,NJ,Monmouth,34059,2018,11,"4,379"
New Jersey,34,NJ,Monmouth,34060,2018,12,"4,542"
New Jersey,34,NJ,Monmouth,34061,2019,1,"5,924"
New Jersey,34,NJ,Monmouth,34062,2019,2,"6,182"
New Jersey,34,NJ,Monmouth,34063,2019,3,"5,723"
New Jersey,34,NJ,Monmouth,34064,2019,4,"4,659"
New Jersey,34,NJ,Monmouth,34065,2019,5,"3,990"
New Jersey,34,NJ,Monmouth,34066,2019,6,"3,921"
New Jersey,34,NJ,Monmouth,34067,2019,7,"5,039"
New Jersey,34,NJ,Monmouth,34068,2019,8,"4,967"
New Jersey,34,NJ,Monmouth,34069,2019,9,"3,601"
New Jersey,34,NJ,Monmouth,34070,2019,10,"3,583"
New Jersey,34,NJ,Monmouth,34071,2019,11,"4,145"
New Jersey,34,NJ,Monmouth,34072,2019,12,"4,427"
New Jersey,34,NJ,Monmouth,34073,2020,1,"5,953"
New Jersey,34,NJ,Morris,34027,2016,1,"4,376"
New Jersey,34,NJ,Morris,34028,2016,2,"4,578"
New Jersey,34,NJ,Morris,34029,2016,3,"4,351"
New Jersey,34,NJ,Morris,34030,2016,4,"3,725"
New Jersey,34,NJ,Morris,34031,2016,5,"3,443"
New Jersey,34,NJ,Morris,34032,2016,6,"3,086"
New Jersey,34,NJ,Morris,34033,2016,7,"3,749"
New Jersey,34,NJ,Morris,34034,2016,8,"3,722"
New Jersey,34,NJ,Morris,34035,2016,9,"2,872"
New Jersey,34,NJ,Morris,34036,2016,10,"2,794"
New Jersey,34,NJ,Morris,34037,2016,11,"2,801"
New Jersey,34,NJ,Morris,34038,2016,12,"3,197"
New Jersey,34,NJ,Morris,34039,2017,1,"4,060"
New Jersey,34,NJ,Morris,34040,2017,2,"4,047"
New Jersey,34,NJ,Morris,34041,2017,3,"4,090"
New Jersey,34,NJ,Morris,34042,2017,4,"3,545"
New Jersey,34,NJ,Morris,34043,2017,5,"3,008"
New Jersey,34,NJ,Morris,34044,2017,6,"2,913"
New Jersey,34,NJ,Morris,34045,2017,7,"3,610"
New Jersey,34,NJ,Morris,34046,2017,8,"3,574"
New Jersey,34,NJ,Morris,34047,2017,9,"2,768"
New Jersey,34,NJ,Morris,34048,2017,10,"2,737"
New Jersey,34,NJ,Morris,34049,2017,11,"2,753"
New Jersey,34,NJ,Morris,34050,2017,12,"3,047"
New Jersey,34,NJ,Morris,34051,2018,1,"4,004"
New Jersey,34,NJ,Morris,34052,2018,2,"3,920"
New Jersey,34,NJ,Morris,34053,2018,3,"3,822"
New Jersey,34,NJ,Morris,34054,2018,4,"3,174"
New Jersey,34,NJ,Morris,34055,2018,5,"2,841"
New Jersey,34,NJ,Morris,34056,2018,6,"2,886"
New Jersey,34,NJ,Morris,34057,2018,7,"3,519"
New Jersey,34,NJ,Morris,34058,2018,8,"3,443"
New Jersey,34,NJ,Morris,34059,2018,9,"2,672"
New Jersey,34,NJ,Morris,34060,2018,10,"2,570"
New Jersey,34,NJ,Morris,34061,2018,11,"2,597"
New Jersey,34,NJ,Morris,34062,2018,12,"2,807"
New Jersey,34,NJ,Morris,34063,2019,1,"3,605"
New Jersey,34,NJ,Morris,34064,2019,2,"3,876"
New Jersey,34,NJ,Morris,34065,2019,3,"3,832"
New Jersey,34,NJ,Morris,34066,2019,4,"3,130"
New Jersey,34,NJ,Morris,34067,2019,5,"2,765"
New Jersey,34,NJ,Morris,34068,2019,6,"2,774"
New Jersey,34,NJ,Morris,34069,2019,7,"3,497"
New Jersey,34,NJ,Morris,34070,2019,8,"3,312"
New Jersey,34,NJ,Morris,34071,2019,9,"2,507"
New Jersey,34,NJ,Morris,34072,2019,10,"2,422"
New Jersey,34,NJ,Morris,34073,2019,11,"2,608"
New Jersey,34,NJ,Morris,34074,2019,12,"2,934"
New Jersey,34,NJ,Morris,34075,2020,1,"3,688"
New Jersey,34,NJ,Ocean,34029,2016,1,"7,469"
New Jersey,34,NJ,Ocean,34030,2016,2,"7,842"
New Jersey,34,NJ,Ocean,34031,2016,3,"6,894"
New Jersey,34,NJ,Ocean,34032,2016,4,"5,133"
New Jersey,34,NJ,Ocean,34033,2016,5,"4,728"
New Jersey,34,NJ,Ocean,34034,2016,6,"4,097"
New Jersey,34,NJ,Ocean,34035,2016,7,"4,951"
New Jersey,34,NJ,Ocean,34036,2016,8,"5,003"
New Jersey,34,NJ,Ocean,34037,2016,9,"3,870"
New Jersey,34,NJ,Ocean,34038,2016,10,"4,078"
New Jersey,34,NJ,Ocean,34039,2016,11,"4,680"
New Jersey,34,NJ,Ocean,34040,2016,12,"5,452"
New Jersey,34,NJ,Ocean,34041,2017,1,"7,243"
New Jersey,34,NJ,Ocean,34042,2017,2,"7,110"
New Jersey,34,NJ,Ocean,34043,2017,3,"6,539"
New Jersey,34,NJ,Ocean,34044,2017,4,"5,419"
New Jersey,34,NJ,Ocean,34045,2017,5,"4,353"
New Jersey,34,NJ,Ocean,34046,2017,6,"4,085"
New Jersey,34,NJ,Ocean,34047,2017,7,"4,861"
New Jersey,34,NJ,Ocean,34048,2017,8,"4,921"
New Jersey,34,NJ,Ocean,34049,2017,9,"3,962"
New Jersey,34,NJ,Ocean,34050,2017,10,"4,169"
New Jersey,34,NJ,Ocean,34051,2017,11,"4,785"
New Jersey,34,NJ,Ocean,34052,2017,12,"5,469"
New Jersey,34,NJ,Ocean,34053,2018,1,"7,443"
New Jersey,34,NJ,Ocean,34054,2018,2,"6,943"
New Jersey,34,NJ,Ocean,34055,2018,3,"6,267"
New Jersey,34,NJ,Ocean,34056,2018,4,"4,808"
New Jersey,34,NJ,Ocean,34057,2018,5,"3,826"
New Jersey,34,NJ,Ocean,34058,2018,6,"3,580"
New Jersey,34,NJ,Ocean,34059,2018,7,"4,619"
New Jersey,34,NJ,Ocean,34060,2018,8,"4,675"
New Jersey,34,NJ,Ocean,34061,2018,9,"3,689"
New Jersey,34,NJ,Ocean,34062,2018,10,"3,817"
New Jersey,34,NJ,Ocean,34063,2018,11,"4,470"
New Jersey,34,NJ,Ocean,34064,2018,12,"5,055"
New Jersey,34,NJ,Ocean,34065,2019,1,"6,882"
New Jersey,34,NJ,Ocean,34066,2019,2,"7,209"
New Jersey,34,NJ,Ocean,34067,2019,3,"6,286"
New Jersey,34,NJ,Ocean,34068,2019,4,"4,724"
New Jersey,34,NJ,Ocean,34069,2019,5,"3,876"
New Jersey,34,NJ,Ocean,34070,2019,6,"3,805"
New Jersey,34,NJ,Ocean,34071,2019,7,"4,815"
New Jersey,34,NJ,Ocean,34072,2019,8,"4,695"
New Jersey,34,NJ,Ocean,34073,2019,9,"3,655"
New Jersey,34,NJ,Ocean,34074,2019,10,"3,712"
New Jersey,34,NJ,Ocean,34075,2019,11,"4,558"
New Jersey,34,NJ,Ocean,34076,2019,12,"5,261"
New Jersey,34,NJ,Ocean,34077,2020,1,"6,983"
New Jersey,34,NJ,Passaic,34031,2016,1,"7,600"
New Jersey,34,NJ,Passaic,34032,2016,2,"7,754"
New Jersey,34,NJ,Passaic,34033,2016,3,"7,196"
New Jersey,34,NJ,Passaic,34034,2016,4,"6,092"
New Jersey,34,NJ,Passaic,34035,2016,5,"5,463"
New Jersey,34,NJ,Passaic,34036,2016,6,"5,191"
New Jersey,34,NJ,Passaic,34037,2016,7,"6,537"
New Jersey,34,NJ,Passaic,34038,2016,8,"6,793"
New Jersey,34,NJ,Passaic,34039,2016,9,"4,837"
New Jersey,34,NJ,Passaic,34040,2016,10,"4,726"
New Jersey,34,NJ,Passaic,34041,2016,11,"4,872"
New Jersey,34,NJ,Passaic,34042,2016,12,"5,265"
New Jersey,34,NJ,Passaic,34043,2017,1,"7,095"
New Jersey,34,NJ,Passaic,34044,2017,2,"7,063"
New Jersey,34,NJ,Passaic,34045,2017,3,"7,028"
New Jersey,34,NJ,Passaic,34046,2017,4,"6,199"
New Jersey,34,NJ,Passaic,34047,2017,5,"5,048"
New Jersey,34,NJ,Passaic,34048,2017,6,"4,909"
New Jersey,34,NJ,Passaic,34049,2017,7,"6,358"
New Jersey,34,NJ,Passaic,34050,2017,8,"6,484"
New Jersey,34,NJ,Passaic,34051,2017,9,"4,648"
New Jersey,34,NJ,Passaic,34052,2017,10,"4,396"
New Jersey,34,NJ,Passaic,34053,2017,11,"4,636"
New Jersey,34,NJ,Passaic,34054,2017,12,"5,158"
New Jersey,34,NJ,Passaic,34055,2018,1,"6,821"
New Jersey,34,NJ,Passaic,34056,2018,2,"6,587"
New Jersey,34,NJ,Passaic,34057,2018,3,"6,456"
New Jersey,34,NJ,Passaic,34058,2018,4,"5,579"
New Jersey,34,NJ,Passaic,34059,2018,5,"4,722"
New Jersey,34,NJ,Passaic,34060,2018,6,"4,653"
New Jersey,34,NJ,Passaic,34061,2018,7,"6,016"
New Jersey,34,NJ,Passaic,34062,2018,8,"6,014"
New Jersey,34,NJ,Passaic,34063,2018,9,"4,299"
New Jersey,34,NJ,Passaic,34064,2018,10,"4,121"
New Jersey,34,NJ,Passaic,34065,2018,11,"4,387"
New Jersey,34,NJ,Passaic,34066,2018,12,"4,797"
New Jersey,34,NJ,Passaic,34067,2019,1,"6,330"
New Jersey,34,NJ,Passaic,34068,2019,2,"6,664"
New Jersey,34,NJ,Passaic,34069,2019,3,"6,429"
New Jersey,34,NJ,Passaic,34070,2019,4,"5,093"
New Jersey,34,NJ,Passaic,34071,2019,5,"4,439"
New Jersey,34,NJ,Passaic,34072,2019,6,"4,537"
New Jersey,34,NJ,Passaic,34073,2019,7,"6,003"
New Jersey,34,NJ,Passaic,34074,2019,8,"6,113"
New Jersey,34,NJ,Passaic,34075,2019,9,"4,306"
New Jersey,34,NJ,Passaic,34076,2019,10,"4,169"
New Jersey,34,NJ,Passaic,34077,2019,11,"4,491"
New Jersey,34,NJ,Passaic,34078,2019,12,"5,033"
New Jersey,34,NJ,Passaic,34079,2020,1,"6,616"
New Jersey,34,NJ,Salem,34033,2016,1,"1,050"
New Jersey,34,NJ,Salem,34034,2016,2,"1,026"
New Jersey,34,NJ,Salem,34035,2016,3,889
New Jersey,34,NJ,Salem,34036,2016,4,718
New Jersey,34,NJ,Salem,34037,2016,5,698
New Jersey,34,NJ,Salem,34038,2016,6,716
New Jersey,34,NJ,Salem,34039,2016,7,827
New Jersey,34,NJ,Salem,34040,2016,8,832
New Jersey,34,NJ,Salem,34041,2016,9,614
New Jersey,34,NJ,Salem,34042,2016,10,586
New Jersey,34,NJ,Salem,34043,2016,11,663
New Jersey,34,NJ,Salem,34044,2016,12,758
New Jersey,34,NJ,Salem,34045,2017,1,973
New Jersey,34,NJ,Salem,34046,2017,2,987
New Jersey,34,NJ,Salem,34047,2017,3,904
New Jersey,34,NJ,Salem,34048,2017,4,720
New Jersey,34,NJ,Salem,34049,2017,5,677
New Jersey,34,NJ,Salem,34050,2017,6,701
New Jersey,34,NJ,Salem,34051,2017,7,848
New Jersey,34,NJ,Salem,34052,2017,8,847
New Jersey,34,NJ,Salem,34053,2017,9,639
New Jersey,34,NJ,Salem,34054,2017,10,599
New Jersey,34,NJ,Salem,34055,2017,11,706
New Jersey,34,NJ,Salem,34056,2017,12,775
New Jersey,34,NJ,Salem,34057,2018,1,953
New Jersey,34,NJ,Salem,34058,2018,2,895
New Jersey,34,NJ,Salem,34059,2018,3,818
New Jersey,34,NJ,Salem,34060,2018,4,649
New Jersey,34,NJ,Salem,34061,2018,5,547
New Jersey,34,NJ,Salem,34062,2018,6,589
New Jersey,34,NJ,Salem,34063,2018,7,740
New Jersey,34,NJ,Salem,34064,2018,8,747
New Jersey,34,NJ,Salem,34065,2018,9,561
New Jersey,34,NJ,Salem,34066,2018,10,536
New Jersey,34,NJ,Salem,34067,2018,11,591
New Jersey,34,NJ,Salem,34068,2018,12,694
New Jersey,34,NJ,Salem,34069,2019,1,888
New Jersey,34,NJ,Salem,34070,2019,2,960
New Jersey,34,NJ,Salem,34071,2019,3,869
New Jersey,34,NJ,Salem,34072,2019,4,714
New Jersey,34,NJ,Salem,34073,2019,5,639
New Jersey,34,NJ,Salem,34074,2019,6,684
New Jersey,34,NJ,Salem,34075,2019,7,861
New Jersey,34,NJ,Salem,34076,2019,8,851
New Jersey,34,NJ,Salem,34077,2019,9,663
New Jersey,34,NJ,Salem,34078,2019,10,639
New Jersey,34,NJ,Salem,34079,2019,11,675
New Jersey,34,NJ,Salem,34080,2019,12,790
New Jersey,34,NJ,Salem,34081,2020,1,934
New Jersey,34,NJ,Somerset,34035,2016,1,"3,070"
New Jersey,34,NJ,Somerset,34036,2016,2,"3,240"
New Jersey,34,NJ,Somerset,34037,2016,3,"2,950"
New Jersey,34,NJ,Somerset,34038,2016,4,"2,478"
New Jersey,34,NJ,Somerset,34039,2016,5,"2,379"
New Jersey,34,NJ,Somerset,34040,2016,6,"2,328"
New Jersey,34,NJ,Somerset,34041,2016,7,"2,754"
New Jersey,34,NJ,Somerset,34042,2016,8,"2,697"
New Jersey,34,NJ,Somerset,34043,2016,9,"2,145"
New Jersey,34,NJ,Somerset,34044,2016,10,"2,089"
New Jersey,34,NJ,Somerset,34045,2016,11,"2,112"
New Jersey,34,NJ,Somerset,34046,2016,12,"2,314"
New Jersey,34,NJ,Somerset,34047,2017,1,"2,914"
New Jersey,34,NJ,Somerset,34048,2017,2,"2,899"
New Jersey,34,NJ,Somerset,34049,2017,3,"2,859"
New Jersey,34,NJ,Somerset,34050,2017,4,"2,688"
New Jersey,34,NJ,Somerset,34051,2017,5,"2,223"
New Jersey,34,NJ,Somerset,34052,2017,6,"2,204"
New Jersey,34,NJ,Somerset,34053,2017,7,"2,643"
New Jersey,34,NJ,Somerset,34054,2017,8,"2,645"
New Jersey,34,NJ,Somerset,34055,2017,9,"2,046"
New Jersey,34,NJ,Somerset,34056,2017,10,"2,047"
New Jersey,34,NJ,Somerset,34057,2017,11,"2,039"
New Jersey,34,NJ,Somerset,34058,2017,12,"2,204"
New Jersey,34,NJ,Somerset,34059,2018,1,"2,805"
New Jersey,34,NJ,Somerset,34060,2018,2,"2,824"
New Jersey,34,NJ,Somerset,34061,2018,3,"2,765"
New Jersey,34,NJ,Somerset,34062,2018,4,"2,324"
New Jersey,34,NJ,Somerset,34063,2018,5,"2,079"
New Jersey,34,NJ,Somerset,34064,2018,6,"2,114"
New Jersey,34,NJ,Somerset,34065,2018,7,"2,627"
New Jersey,34,NJ,Somerset,34066,2018,8,"2,601"
New Jersey,34,NJ,Somerset,34067,2018,9,"2,034"
New Jersey,34,NJ,Somerset,34068,2018,10,"1,966"
New Jersey,34,NJ,Somerset,34069,2018,11,"2,043"
New Jersey,34,NJ,Somerset,34070,2018,12,"2,069"
New Jersey,34,NJ,Somerset,34071,2019,1,"2,649"
New Jersey,34,NJ,Somerset,34072,2019,2,"2,781"
New Jersey,34,NJ,Somerset,34073,2019,3,"2,657"
New Jersey,34,NJ,Somerset,34074,2019,4,"2,209"
New Jersey,34,NJ,Somerset,34075,2019,5,"2,106"
New Jersey,34,NJ,Somerset,34076,2019,6,"2,151"
New Jersey,34,NJ,Somerset,34077,2019,7,"2,574"
New Jersey,34,NJ,Somerset,34078,2019,8,"2,512"
New Jersey,34,NJ,Somerset,34079,2019,9,"1,972"
New Jersey,34,NJ,Somerset,34080,2019,10,"1,893"
New Jersey,34,NJ,Somerset,34081,2019,11,"1,987"
New Jersey,34,NJ,Somerset,34082,2019,12,"2,183"
New Jersey,34,NJ,Somerset,34083,2020,1,"2,712"
New Jersey,34,NJ,Sussex,34037,2016,1,"1,936"
New Jersey,34,NJ,Sussex,34038,2016,2,"2,039"
New Jersey,34,NJ,Sussex,34039,2016,3,"1,795"
New Jersey,34,NJ,Sussex,34040,2016,4,"1,401"
New Jersey,34,NJ,Sussex,34041,2016,5,"1,265"
New Jersey,34,NJ,Sussex,34042,2016,6,"1,158"
New Jersey,34,NJ,Sussex,34043,2016,7,"1,467"
New Jersey,34,NJ,Sussex,34044,2016,8,"1,478"
New Jersey,34,NJ,Sussex,34045,2016,9,988
New Jersey,34,NJ,Sussex,34046,2016,10,"1,028"
New Jersey,34,NJ,Sussex,34047,2016,11,"1,111"
New Jersey,34,NJ,Sussex,34048,2016,12,"1,378"
New Jersey,34,NJ,Sussex,34049,2017,1,"1,835"
New Jersey,34,NJ,Sussex,34050,2017,2,"1,887"
New Jersey,34,NJ,Sussex,34051,2017,3,"1,855"
New Jersey,34,NJ,Sussex,34052,2017,4,"1,381"
New Jersey,34,NJ,Sussex,34053,2017,5,"1,113"
New Jersey,34,NJ,Sussex,34054,2017,6,"1,091"
New Jersey,34,NJ,Sussex,34055,2017,7,"1,434"
New Jersey,34,NJ,Sussex,34056,2017,8,"1,411"
New Jersey,34,NJ,Sussex,34057,2017,9,957
New Jersey,34,NJ,Sussex,34058,2017,10,945
New Jersey,34,NJ,Sussex,34059,2017,11,978
New Jersey,34,NJ,Sussex,34060,2017,12,"1,212"
New Jersey,34,NJ,Sussex,34061,2018,1,"1,790"
New Jersey,34,NJ,Sussex,34062,2018,2,"1,775"
