WED_Title,County,F5,F7,F9,Fips,Number of Records,State,Ucfe,UCX,UI,WED,geogfips
14/3/2020,Cherokee,42,0,0,19,1,Alabama,0,0,12,3/14/2020,
14/3/2020,Chilton,55,0,0,21,1,Alabama,0,0,10,3/14/2020,
14/3/2020,Choctaw,24,0,0,23,1,Alabama,0,0,1,3/14/2020,
14/3/2020,Clarke,85,0,0,25,1,Alabama,0,0,7,3/14/2020,
14/3/2020,Clay,25,0,0,27,1,Alabama,0,0,4,3/14/2020,
14/3/2020,Cleburne,23,0,0,29,1,Alabama,0,0,2,3/14/2020,
14/3/2020,Coffee,78,0,0,31,1,Alabama,0,0,12,3/14/2020,
14/3/2020,Colbert,167,0,0,33,1,Alabama,0,0,17,3/14/2020,
14/3/2020,Conecuh,36,0,0,35,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Coosa,25,0,0,37,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Covington,77,0,0,39,1,Alabama,0,0,21,3/14/2020,
14/3/2020,Crenshaw,31,0,0,41,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Cullman,152,0,0,43,1,Alabama,0,0,25,3/14/2020,
14/3/2020,Dale,86,0,0,45,1,Alabama,0,0,15,3/14/2020,
14/3/2020,Dallas,185,0,0,47,1,Alabama,0,0,23,3/14/2020,
14/3/2020,DeKalb,114,0,0,49,1,Alabama,0,0,18,3/14/2020,
14/3/2020,Elmore,176,0,0,51,1,Alabama,0,0,21,3/14/2020,
14/3/2020,Escambia,101,0,0,53,1,Alabama,0,0,15,3/14/2020,
14/3/2020,Etowah,551,0,0,55,1,Alabama,0,0,36,3/14/2020,
14/3/2020,Fayette,16,0,0,57,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Franklin,89,0,0,59,1,Alabama,0,0,9,3/14/2020,
14/3/2020,Geneva,42,0,0,61,1,Alabama,0,0,5,3/14/2020,
14/3/2020,Greene,42,0,0,63,1,Alabama,0,0,2,3/14/2020,
14/3/2020,Hale,73,0,0,65,1,Alabama,0,0,17,3/14/2020,
14/3/2020,Henry,34,0,0,67,1,Alabama,0,0,5,3/14/2020,
14/3/2020,Houston,184,0,0,69,1,Alabama,0,0,37,3/14/2020,
14/3/2020,Jackson,141,0,0,71,1,Alabama,0,0,21,3/14/2020,
14/3/2020,Jefferson,1665,0,0,73,1,Alabama,0,0,252,3/14/2020,
14/3/2020,Lamar,26,0,0,75,1,Alabama,0,0,8,3/14/2020,
14/3/2020,Lauderdale,200,0,0,77,1,Alabama,0,0,33,3/14/2020,
14/3/2020,Lawrence,63,0,0,79,1,Alabama,0,0,9,3/14/2020,
14/3/2020,Lee,226,0,0,81,1,Alabama,0,0,46,3/14/2020,
14/3/2020,Limestone,115,0,0,83,1,Alabama,0,0,26,3/14/2020,
14/3/2020,Lowndes,31,0,0,85,1,Alabama,0,0,6,3/14/2020,
14/3/2020,Macon,44,0,0,87,1,Alabama,0,0,5,3/14/2020,
14/3/2020,Madison,726,0,0,89,1,Alabama,0,0,114,3/14/2020,
14/3/2020,Marengo,44,0,0,91,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Marion,85,0,0,93,1,Alabama,0,0,11,3/14/2020,
14/3/2020,Marshall,198,0,0,95,1,Alabama,0,0,25,3/14/2020,
14/3/2020,Mobile,1603,0,0,97,1,Alabama,0,0,188,3/14/2020,
14/3/2020,Monroe,81,0,0,99,1,Alabama,0,0,7,3/14/2020,
14/3/2020,Montgomery,660,0,0,101,1,Alabama,0,0,105,3/14/2020,
14/3/2020,Morgan,214,0,0,103,1,Alabama,0,0,35,3/14/2020,
14/3/2020,Perry,36,0,0,105,1,Alabama,0,0,4,3/14/2020,
14/3/2020,Pickens,56,0,0,107,1,Alabama,0,0,28,3/14/2020,
14/3/2020,Pike,71,0,0,109,1,Alabama,0,0,19,3/14/2020,
14/3/2020,Randolph,30,0,0,111,1,Alabama,0,0,6,3/14/2020,
14/3/2020,Russell,82,0,0,113,1,Alabama,0,0,16,3/14/2020,
14/3/2020,St. Clair,154,0,0,115,1,Alabama,0,0,24,3/14/2020,
14/3/2020,Shelby,294,0,0,117,1,Alabama,0,0,38,3/14/2020,
14/3/2020,Sumter,30,0,0,119,1,Alabama,0,0,1,3/14/2020,
14/3/2020,Talladega,247,0,0,121,1,Alabama,0,0,41,3/14/2020,
14/3/2020,Tallapoosa,112,0,0,123,1,Alabama,0,0,18,3/14/2020,
14/3/2020,Tuscaloosa,316,0,0,125,1,Alabama,0,0,54,3/14/2020,
14/3/2020,Walker,169,0,0,127,1,Alabama,0,0,23,3/14/2020,
14/3/2020,Washington,47,0,0,129,1,Alabama,0,0,3,3/14/2020,
14/3/2020,Wilcox,65,0,0,131,1,Alabama,0,0,6,3/14/2020,
14/3/2020,Winston,69,0,0,133,1,Alabama,0,0,5,3/14/2020,
14/3/2020,Out of State,189,0,0,,1,Alabama,0,0,175,3/14/2020,
