IDWD Research and Analysis,,,,,,,,,,
,,,,,,,,,,
Unemployment Insurance (UI) Claims,,,,,,,,,,
,,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Pct. Change from Same,,
,,,,,,,,Week Last Year,,
"Parke County, IN",18,121,2020,February,2,7,,(D),,(D)
"Parke County, IN",18,121,2020,February,2,8,,(D),,(D)
"Parke County, IN",18,121,2020,February,2,9,,(D),,(D)
"Perry County, IN",18,123,2020,February,2,5,,(D),,(D)
"Perry County, IN",18,123,2020,February,2,6,,(D),,(D)
"Perry County, IN",18,123,2020,February,2,7,,(D),,(D)
"Perry County, IN",18,123,2020,February,2,8,,(D),,(D)
"Perry County, IN",18,123,2020,February,2,9,,(D),,(D)
"Pike County, IN",18,125,2020,February,2,5,12,,100.00%,
"Pike County, IN",18,125,2020,February,2,6,,(D),,(D)
"Pike County, IN",18,125,2020,February,2,7,,(D),,(D)
"Pike County, IN",18,125,2020,February,2,8,12,,100.00%,
"Pike County, IN",18,125,2020,February,2,9,,(D),,(D)
"Porter County, IN",18,127,2020,February,2,5,110,,6.80%,
"Porter County, IN",18,127,2020,February,2,6,73,,-38.10%,
"Porter County, IN",18,127,2020,February,2,7,71,,18.30%,
"Porter County, IN",18,127,2020,February,2,8,78,,34.50%,
"Porter County, IN",18,127,2020,February,2,9,95,,17.30%,
"Posey County, IN",18,129,2020,February,2,5,,(D),,(D)
"Posey County, IN",18,129,2020,February,2,6,12,,-14.30%,
"Posey County, IN",18,129,2020,February,2,7,,(D),,(D)
"Posey County, IN",18,129,2020,February,2,8,,(D),,(D)
"Posey County, IN",18,129,2020,February,2,9,,(D),,(D)
"Pulaski County, IN",18,131,2020,February,2,5,,(D),,(D)
"Pulaski County, IN",18,131,2020,February,2,6,,(D),,(D)
"Pulaski County, IN",18,131,2020,February,2,7,,(D),,(D)
"Pulaski County, IN",18,131,2020,February,2,8,,(D),,(D)
"Putnam County, IN",18,133,2020,February,2,5,12,,-7.70%,
"Putnam County, IN",18,133,2020,February,2,6,14,,27.30%,
"Putnam County, IN",18,133,2020,February,2,7,17,,54.50%,
"Putnam County, IN",18,133,2020,February,2,8,21,,10.50%,
"Putnam County, IN",18,133,2020,February,2,9,,(D),,(D)
"Randolph County, IN",18,135,2020,February,2,5,14,,-6.70%,
"Randolph County, IN",18,135,2020,February,2,6,,(D),,(D)
"Randolph County, IN",18,135,2020,February,2,7,,(D),,(D)
"Randolph County, IN",18,135,2020,February,2,8,13,,100.00%,
"Randolph County, IN",18,135,2020,February,2,9,,(D),,(D)
"Ripley County, IN",18,137,2020,February,2,5,20,,81.80%,
"Ripley County, IN",18,137,2020,February,2,6,,(D),,(D)
"Ripley County, IN",18,137,2020,February,2,7,11,,100.00%,
"Ripley County, IN",18,137,2020,February,2,8,,(D),,(D)
"Ripley County, IN",18,137,2020,February,2,9,,(D),,(D)
"Rush County, IN",18,139,2020,February,2,5,,(D),,(D)
"Rush County, IN",18,139,2020,February,2,6,,(D),,(D)
"Rush County, IN",18,139,2020,February,2,7,,(D),,(D)
"Rush County, IN",18,139,2020,February,2,8,10,,100.00%,
"Rush County, IN",18,139,2020,February,2,9,,(D),,(D)
"St. Joseph County, IN",18,141,2020,February,2,5,145,,30.60%,
"St. Joseph County, IN",18,141,2020,February,2,6,125,,-43.90%,
"St. Joseph County, IN",18,141,2020,February,2,7,130,,44.40%,
"St. Joseph County, IN",18,141,2020,February,2,8,124,,7.80%,
"St. Joseph County, IN",18,141,2020,February,2,9,107,,-30.10%,
"Scott County, IN",18,143,2020,February,2,5,,(D),,(D)
"Scott County, IN",18,143,2020,February,2,6,,(D),,(D)
"Scott County, IN",18,143,2020,February,2,7,,(D),,(D)
"Scott County, IN",18,143,2020,February,2,8,13,,,
"Scott County, IN",18,143,2020,February,2,9,,(D),,(D)
"Shelby County, IN",18,145,2020,February,2,5,17,,,
"Shelby County, IN",18,145,2020,February,2,6,17,,54.50%,
"Shelby County, IN",18,145,2020,February,2,7,23,,100.00%,
"Shelby County, IN",18,145,2020,February,2,8,62,,100.00%,
"Shelby County, IN",18,145,2020,February,2,9,17,,13.30%,
"Spencer County, IN",18,147,2020,February,2,5,,(D),,(D)
"Spencer County, IN",18,147,2020,February,2,6,17,,-15.00%,
"Spencer County, IN",18,147,2020,February,2,7,,(D),,(D)
"Spencer County, IN",18,147,2020,February,2,8,10,,100.00%,
"Spencer County, IN",18,147,2020,February,2,9,,(D),,(D)
"Starke County, IN",18,149,2020,February,2,5,19,,-13.60%,
"Starke County, IN",18,149,2020,February,2,6,21,,-22.20%,
"Starke County, IN",18,149,2020,February,2,7,18,,100.00%,
"Starke County, IN",18,149,2020,February,2,8,17,,30.80%,
"Starke County, IN",18,149,2020,February,2,9,14,,40.00%,
"Steuben County, IN",18,151,2020,February,2,5,13,,18.20%,
"Steuben County, IN",18,151,2020,February,2,6,13,,-40.90%,
"Steuben County, IN",18,151,2020,February,2,7,10,,,
"Steuben County, IN",18,151,2020,February,2,8,24,,100.00%,
"Steuben County, IN",18,151,2020,February,2,9,20,,100.00%,
"Sullivan County, IN",18,153,2020,February,2,5,17,,41.70%,
"Sullivan County, IN",18,153,2020,February,2,6,20,,66.70%,
"Sullivan County, IN",18,153,2020,February,2,7,,(D),,(D)
"Sullivan County, IN",18,153,2020,February,2,8,16,,100.00%,
"Sullivan County, IN",18,153,2020,February,2,9,,(D),,(D)
"Switzerland County, IN",18,155,2020,February,2,5,,(D),,(D)
"Switzerland County, IN",18,155,2020,February,2,6,,(D),,(D)
"Switzerland County, IN",18,155,2020,February,2,7,,(D),,(D)
"Switzerland County, IN",18,155,2020,February,2,8,,(D),,(D)
"Tippecanoe County, IN",18,157,2020,February,2,5,45,,2.30%,
"Tippecanoe County, IN",18,157,2020,February,2,6,51,,30.80%,
"Tippecanoe County, IN",18,157,2020,February,2,7,50,,100.00%,
"Tippecanoe County, IN",18,157,2020,February,2,8,46,,91.70%,
"Tippecanoe County, IN",18,157,2020,February,2,9,53,,178.90%,
"Tipton County, IN",18,159,2020,February,2,5,,(D),,(D)
"Tipton County, IN",18,159,2020,February,2,6,,(D),,(D)
"Tipton County, IN",18,159,2020,February,2,7,,(D),,(D)
"Tipton County, IN",18,159,2020,February,2,8,,(D),,(D)
"Tipton County, IN",18,159,2020,February,2,9,,(D),,(D)
"Union County, IN",18,161,2020,February,2,5,,(D),,(D)
"Union County, IN",18,161,2020,February,2,8,,(D),,
"Union County, IN",18,161,2020,February,2,9,,(D),,
"Vanderburgh County, IN",18,163,2020,February,2,5,138,,50.00%,
"Vanderburgh County, IN",18,163,2020,February,2,6,100,,33.30%,
"Vanderburgh County, IN",18,163,2020,February,2,7,84,,15.10%,
"Vanderburgh County, IN",18,163,2020,February,2,8,67,,-8.20%,
"Vanderburgh County, IN",18,163,2020,February,2,9,74,,34.50%,
"Vermillion County, IN",18,165,2020,February,2,5,,(D),,(D)
"Vermillion County, IN",18,165,2020,February,2,6,,(D),,(D)
"Vermillion County, IN",18,165,2020,February,2,7,,(D),,(D)
"Vermillion County, IN",18,165,2020,February,2,8,,(D),,(D)
"Vermillion County, IN",18,165,2020,February,2,9,,(D),,(D)
"Vigo County, IN",18,167,2020,February,2,5,50,,-31.50%,
"Vigo County, IN",18,167,2020,February,2,6,45,,-26.20%,
"Vigo County, IN",18,167,2020,February,2,7,40,,11.10%,
"Vigo County, IN",18,167,2020,February,2,8,33,,-19.50%,
"Vigo County, IN",18,167,2020,February,2,9,35,,-5.40%,
"Wabash County, IN",18,169,2020,February,2,5,,(D),,(D)
"Wabash County, IN",18,169,2020,February,2,6,23,,53.30%,
"Wabash County, IN",18,169,2020,February,2,7,,(D),,(D)
"Wabash County, IN",18,169,2020,February,2,8,11,,100.00%,
"Wabash County, IN",18,169,2020,February,2,9,,(D),,(D)
"Warren County, IN",18,171,2020,February,2,5,,(D),,(D)
"Warren County, IN",18,171,2020,February,2,6,,(D),,(D)
"Warren County, IN",18,171,2020,February,2,7,,(D),,
"Warren County, IN",18,171,2020,February,2,9,,(D),,
"Warrick County, IN",18,173,2020,February,2,5,42,,2.40%,
"Warrick County, IN",18,173,2020,February,2,6,25,,-21.90%,
"Warrick County, IN",18,173,2020,February,2,7,20,,-33.30%,
"Warrick County, IN",18,173,2020,February,2,8,24,,-7.70%,
"Warrick County, IN",18,173,2020,February,2,9,13,,-51.90%,
"Washington County, IN",18,175,2020,February,2,5,10,,-44.40%,
"Washington County, IN",18,175,2020,February,2,6,,(D),,(D)
"Washington County, IN",18,175,2020,February,2,7,13,,-31.60%,
"Washington County, IN",18,175,2020,February,2,8,,(D),,(D)
"Washington County, IN",18,175,2020,February,2,9,10,,100.00%,
"Wayne County, IN",18,177,2020,February,2,5,14,,-33.30%,
"Wayne County, IN",18,177,2020,February,2,6,18,,-5.30%,
"Wayne County, IN",18,177,2020,February,2,7,25,,,
"Wayne County, IN",18,177,2020,February,2,8,19,,-5.00%,
"Wayne County, IN",18,177,2020,February,2,9,10,,-41.20%,
"Wells County, IN",18,179,2020,February,2,5,15,,36.40%,
"Wells County, IN",18,179,2020,February,2,6,,(D),,(D)
"Wells County, IN",18,179,2020,February,2,7,,(D),,(D)
"Wells County, IN",18,179,2020,February,2,8,24,,100.00%,
"Wells County, IN",18,179,2020,February,2,9,,(D),,(D)
"White County, IN",18,181,2020,February,2,5,19,,100.00%,
"White County, IN",18,181,2020,February,2,6,,(D),,(D)
"White County, IN",18,181,2020,February,2,7,16,,100.00%,
"White County, IN",18,181,2020,February,2,8,12,,100.00%,
"White County, IN",18,181,2020,February,2,9,,(D),,(D)
"Whitley County, IN",18,183,2020,February,2,5,14,,-6.70%,
"Whitley County, IN",18,183,2020,February,2,6,10,,-52.40%,
"Whitley County, IN",18,183,2020,February,2,7,,(D),,(D)
"Whitley County, IN",18,183,2020,February,2,8,20,,81.80%,
"Whitley County, IN",18,183,2020,February,2,9,12,,-20.00%,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Disclosure Code,Pct. Change from Same,Disclosure Code
,,,,,,,,,Week Last Year,
"Adams County, IN",18,1,2020,January,1,1,20,,,
"Adams County, IN",18,1,2020,January,1,2,16,,23.10%,
"Adams County, IN",18,1,2020,January,1,3,,(D),,(D)
"Adams County, IN",18,1,2020,January,1,4,10,,100.00%,
"Allen County, IN",18,3,2020,January,1,1,198,,31.10%,
"Allen County, IN",18,3,2020,January,1,2,245,,39.20%,
"Allen County, IN",18,3,2020,January,1,3,251,,71.90%,
"Allen County, IN",18,3,2020,January,1,4,164,,31.20%,
"Bartholomew County, IN",18,5,2020,January,1,1,33,,-15.40%,
"Bartholomew County, IN",18,5,2020,January,1,2,43,,-12.20%,
"Bartholomew County, IN",18,5,2020,January,1,3,26,,-25.70%,
"Bartholomew County, IN",18,5,2020,January,1,4,19,,-52.50%,
"Benton County, IN",18,7,2020,January,1,1,,(D),,(D)
"Benton County, IN",18,7,2020,January,1,2,,(D),,(D)
"Benton County, IN",18,7,2020,January,1,3,,(D),,(D)
"Benton County, IN",18,7,2020,January,1,4,,(D),,(D)
"Blackford County, IN",18,9,2020,January,1,1,,(D),,(D)
"Blackford County, IN",18,9,2020,January,1,2,10,,-9.10%,
"Blackford County, IN",18,9,2020,January,1,3,,(D),,(D)
"Blackford County, IN",18,9,2020,January,1,4,,(D),,(D)
"Boone County, IN",18,11,2020,January,1,1,16,,-50.00%,
"Boone County, IN",18,11,2020,January,1,2,26,,-27.80%,
"Boone County, IN",18,11,2020,January,1,3,17,,-5.60%,
"Boone County, IN",18,11,2020,January,1,4,13,,-13.30%,
"Brown County, IN",18,13,2020,January,1,1,,(D),,(D)
"Brown County, IN",18,13,2020,January,1,2,20,,17.60%,
"Brown County, IN",18,13,2020,January,1,3,,(D),,(D)
"Brown County, IN",18,13,2020,January,1,4,,(D),,(D)
"Carroll County, IN",18,15,2020,January,1,1,11,,-15.40%,
"Carroll County, IN",18,15,2020,January,1,2,11,,-26.70%,
"Carroll County, IN",18,15,2020,January,1,3,,(D),,(D)
"Carroll County, IN",18,15,2020,January,1,4,,(D),,(D)
"Cass County, IN",18,17,2020,January,1,1,26,,-7.10%,
"Cass County, IN",18,17,2020,January,1,2,35,,-5.40%,
"Cass County, IN",18,17,2020,January,1,3,21,,-36.40%,
"Cass County, IN",18,17,2020,January,1,4,12,,-40.00%,
"Clark County, IN",18,19,2020,January,1,1,34,,-52.10%,
"Clark County, IN",18,19,2020,January,1,2,46,,-40.30%,
"Clark County, IN",18,19,2020,January,1,3,41,,17.10%,
"Clark County, IN",18,19,2020,January,1,4,29,,-34.10%,
"Clay County, IN",18,21,2020,January,1,1,25,,-35.90%,
"Clay County, IN",18,21,2020,January,1,2,31,,6.90%,
"Clay County, IN",18,21,2020,January,1,3,19,,5.60%,
"Clay County, IN",18,21,2020,January,1,4,,(D),,(D)
"Clinton County, IN",18,23,2020,January,1,1,15,,36.40%,
"Clinton County, IN",18,23,2020,January,1,2,15,,-34.80%,
"Clinton County, IN",18,23,2020,January,1,3,14,,7.70%,
"Clinton County, IN",18,23,2020,January,1,4,,(D),,(D)
"Crawford County, IN",18,25,2020,January,1,1,23,,64.30%,
"Crawford County, IN",18,25,2020,January,1,2,16,,,
"Crawford County, IN",18,25,2020,January,1,3,,(D),,(D)
"Crawford County, IN",18,25,2020,January,1,4,,(D),,(D)
"Daviess County, IN",18,27,2020,January,1,1,,(D),,(D)
"Daviess County, IN",18,27,2020,January,1,2,14,,40.00%,
"Daviess County, IN",18,27,2020,January,1,3,12,,9.10%,
"Daviess County, IN",18,27,2020,January,1,4,13,,100.00%,
"Dearborn County, IN",18,29,2020,January,1,1,21,,31.30%,
"Dearborn County, IN",18,29,2020,January,1,2,23,,-4.20%,
"Dearborn County, IN",18,29,2020,January,1,3,18,,-5.30%,
"Dearborn County, IN",18,29,2020,January,1,4,14,,100.00%,
"Decatur County, IN",18,31,2020,January,1,1,27,,-12.90%,
"Decatur County, IN",18,31,2020,January,1,2,19,,5.60%,
"Decatur County, IN",18,31,2020,January,1,3,14,,40.00%,
"Decatur County, IN",18,31,2020,January,1,4,,(D),,(D)
"DeKalb County, IN",18,33,2020,January,1,1,28,,16.70%,
"DeKalb County, IN",18,33,2020,January,1,2,25,,25.00%,
"DeKalb County, IN",18,33,2020,January,1,3,23,,,
"DeKalb County, IN",18,33,2020,January,1,4,17,,-5.60%,
"Delaware County, IN",18,35,2020,January,1,1,102,,1.00%,
"Delaware County, IN",18,35,2020,January,1,2,93,,-3.10%,
"Delaware County, IN",18,35,2020,January,1,3,71,,6.00%,
"Delaware County, IN",18,35,2020,January,1,4,64,,-11.10%,
"Dubois County, IN",18,37,2020,January,1,1,29,,38.10%,
"Dubois County, IN",18,37,2020,January,1,2,14,,-6.70%,
"Dubois County, IN",18,37,2020,January,1,3,17,,-26.10%,
"Dubois County, IN",18,37,2020,January,1,4,13,,-43.50%,
"Elkhart County, IN",18,39,2020,January,1,1,228,,24.60%,
"Elkhart County, IN",18,39,2020,January,1,2,225,,43.30%,
"Elkhart County, IN",18,39,2020,January,1,3,225,,50.00%,
"Elkhart County, IN",18,39,2020,January,1,4,68,,-41.40%,
"Fayette County, IN",18,41,2020,January,1,1,,(D),,(D)
"Fayette County, IN",18,41,2020,January,1,2,10,,-23.10%,
"Fayette County, IN",18,41,2020,January,1,3,,(D),,(D)
"Fayette County, IN",18,41,2020,January,1,4,13,,-13.30%,
"Floyd County, IN",18,43,2020,January,1,1,20,,-23.10%,
"Floyd County, IN",18,43,2020,January,1,2,41,,32.30%,
"Floyd County, IN",18,43,2020,January,1,3,27,,80.00%,
"Floyd County, IN",18,43,2020,January,1,4,13,,-43.50%,
"Fountain County, IN",18,45,2020,January,1,1,10,,-9.10%,
"Fountain County, IN",18,45,2020,January,1,2,,(D),,(D)
"Fountain County, IN",18,45,2020,January,1,3,10,,,
"Fountain County, IN",18,45,2020,January,1,4,,(D),,(D)
"Franklin County, IN",18,47,2020,January,1,1,17,,6.30%,
"Franklin County, IN",18,47,2020,January,1,2,17,,-5.60%,
"Franklin County, IN",18,47,2020,January,1,3,,(D),,(D)
"Franklin County, IN",18,47,2020,January,1,4,,(D),,(D)
"Fulton County, IN",18,49,2020,January,1,1,20,,100.00%,
"Fulton County, IN",18,49,2020,January,1,2,13,,-18.80%,
"Fulton County, IN",18,49,2020,January,1,3,19,,35.70%,
"Fulton County, IN",18,49,2020,January,1,4,11,,-15.40%,
"Gibson County, IN",18,51,2020,January,1,1,19,,-24.00%,
"Gibson County, IN",18,51,2020,January,1,2,24,,,
"Gibson County, IN",18,51,2020,January,1,3,18,,50.00%,
"Gibson County, IN",18,51,2020,January,1,4,15,,15.40%,
"Grant County, IN",18,53,2020,January,1,1,41,,32.30%,
"Grant County, IN",18,53,2020,January,1,2,75,,15.40%,
"Grant County, IN",18,53,2020,January,1,3,42,,68.00%,
"Grant County, IN",18,53,2020,January,1,4,29,,38.10%,
"Greene County, IN",18,55,2020,January,1,1,29,,-9.40%,
"Greene County, IN",18,55,2020,January,1,2,33,,17.90%,
"Greene County, IN",18,55,2020,January,1,3,17,,-32.00%,
"Greene County, IN",18,55,2020,January,1,4,30,,-16.70%,
"Hamilton County, IN",18,57,2020,January,1,1,106,,-0.90%,
"Hamilton County, IN",18,57,2020,January,1,2,127,,41.10%,
"Hamilton County, IN",18,57,2020,January,1,3,80,,-12.10%,
"Hamilton County, IN",18,57,2020,January,1,4,77,,32.80%,
"Hancock County, IN",18,59,2020,January,1,1,32,,-3.00%,
"Hancock County, IN",18,59,2020,January,1,2,30,,-33.30%,
"Hancock County, IN",18,59,2020,January,1,3,29,,-14.70%,
"Hancock County, IN",18,59,2020,January,1,4,16,,-66.00%,
"Harrison County, IN",18,61,2020,January,1,1,34,,21.40%,
"Harrison County, IN",18,61,2020,January,1,2,27,,-20.60%,
"Harrison County, IN",18,61,2020,January,1,3,16,,-42.90%,
"Harrison County, IN",18,61,2020,January,1,4,18,,-30.80%,
"Hendricks County, IN",18,63,2020,January,1,1,64,,-9.90%,
"Hendricks County, IN",18,63,2020,January,1,2,49,,-38.00%,
"Hendricks County, IN",18,63,2020,January,1,3,65,,35.40%,
"Hendricks County, IN",18,63,2020,January,1,4,54,,20.00%,
"Henry County, IN",18,65,2020,January,1,1,28,,-31.70%,
"Henry County, IN",18,65,2020,January,1,2,30,,-18.90%,
"Henry County, IN",18,65,2020,January,1,3,21,,-12.50%,
"Henry County, IN",18,65,2020,January,1,4,25,,,
"Howard County, IN",18,67,2020,January,1,1,58,,-1.70%,
"Howard County, IN",18,67,2020,January,1,2,67,,6.30%,
"Howard County, IN",18,67,2020,January,1,3,58,,52.60%,
"Howard County, IN",18,67,2020,January,1,4,50,,31.60%,
"Huntington County, IN",18,69,2020,January,1,1,21,,-34.40%,
"Huntington County, IN",18,69,2020,January,1,2,23,,-39.50%,
"Huntington County, IN",18,69,2020,January,1,3,35,,66.70%,
"Huntington County, IN",18,69,2020,January,1,4,15,,-6.30%,
"Jackson County, IN",18,71,2020,January,1,1,23,,,
"Jackson County, IN",18,71,2020,January,1,2,30,,-9.10%,
"Jackson County, IN",18,71,2020,January,1,3,15,,-25.00%,
"Jackson County, IN",18,71,2020,January,1,4,12,,,
"Jasper County, IN",18,73,2020,January,1,1,75,,56.30%,
"Jasper County, IN",18,73,2020,January,1,2,56,,80.60%,
"Jasper County, IN",18,73,2020,January,1,3,33,,3.10%,
"Jasper County, IN",18,73,2020,January,1,4,27,,-3.60%,
"Jay County, IN",18,75,2020,January,1,1,12,,9.10%,
"Jay County, IN",18,75,2020,January,1,2,,(D),,(D)
"Jay County, IN",18,75,2020,January,1,3,,(D),,(D)
"Jay County, IN",18,75,2020,January,1,4,,(D),,(D)
"Jefferson County, IN",18,77,2020,January,1,1,19,,11.80%,
"Jefferson County, IN",18,77,2020,January,1,2,18,,28.60%,
"Jefferson County, IN",18,77,2020,January,1,3,12,,100.00%,
"Jefferson County, IN",18,77,2020,January,1,4,,(D),,(D)
"Jennings County, IN",18,79,2020,January,1,1,18,,-47.10%,
"Jennings County, IN",18,79,2020,January,1,2,21,,-8.70%,
"Jennings County, IN",18,79,2020,January,1,3,10,,-41.20%,
"Jennings County, IN",18,79,2020,January,1,4,11,,-26.70%,
"Johnson County, IN",18,81,2020,January,1,1,53,,-1.90%,
"Johnson County, IN",18,81,2020,January,1,2,71,,-11.30%,
"Johnson County, IN",18,81,2020,January,1,3,53,,-20.90%,
"Johnson County, IN",18,81,2020,January,1,4,46,,-39.50%,
"Knox County, IN",18,83,2020,January,1,1,19,,46.20%,
"Knox County, IN",18,83,2020,January,1,2,26,,73.30%,
"Knox County, IN",18,83,2020,January,1,3,20,,100.00%,
"Knox County, IN",18,83,2020,January,1,4,26,,100.00%,
"Kosciusko County, IN",18,85,2020,January,1,1,59,,25.50%,
"Kosciusko County, IN",18,85,2020,January,1,2,89,,64.80%,
"Kosciusko County, IN",18,85,2020,January,1,3,54,,3.80%,
"Kosciusko County, IN",18,85,2020,January,1,4,28,,12.00%,
"LaGrange County, IN",18,87,2020,January,1,1,39,,30.00%,
"LaGrange County, IN",18,87,2020,January,1,2,29,,-3.30%,
"LaGrange County, IN",18,87,2020,January,1,3,28,,64.70%,
"LaGrange County, IN",18,87,2020,January,1,4,12,,100.00%,
"Lake County, IN",18,89,2020,January,1,1,399,,7.00%,
"Lake County, IN",18,89,2020,January,1,2,404,,17.40%,
"Lake County, IN",18,89,2020,January,1,3,268,,-7.60%,
"Lake County, IN",18,89,2020,January,1,4,281,,22.70%,
"LaPorte County, IN",18,91,2020,January,1,1,109,,7.90%,
"LaPorte County, IN",18,91,2020,January,1,2,83,,-27.20%,
"LaPorte County, IN",18,91,2020,January,1,3,86,,-23.90%,
"LaPorte County, IN",18,91,2020,January,1,4,64,,-34.70%,
"Lawrence County, IN",18,93,2020,January,1,1,42,,-17.60%,
"Lawrence County, IN",18,93,2020,January,1,2,36,,-20.00%,
"Lawrence County, IN",18,93,2020,January,1,3,23,,-23.30%,
"Lawrence County, IN",18,93,2020,January,1,4,18,,,
"Madison County, IN",18,95,2020,January,1,1,126,,-11.30%,
"Madison County, IN",18,95,2020,January,1,2,117,,21.90%,
"Madison County, IN",18,95,2020,January,1,3,80,,9.60%,
"Madison County, IN",18,95,2020,January,1,4,74,,8.80%,
"Marion County, IN",18,97,2020,January,1,1,453,,-14.50%,
"Marion County, IN",18,97,2020,January,1,2,591,,-21.30%,
"Marion County, IN",18,97,2020,January,1,3,468,,-25.90%,
"Marion County, IN",18,97,2020,January,1,4,420,,-11.40%,
"Marshall County, IN",18,99,2020,January,1,1,33,,13.80%,
"Marshall County, IN",18,99,2020,January,1,2,40,,21.20%,
"Marshall County, IN",18,99,2020,January,1,3,32,,88.20%,
"Marshall County, IN",18,99,2020,January,1,4,16,,-23.80%,
"Martin County, IN",18,101,2020,January,1,1,,(D),,(D)
"Martin County, IN",18,101,2020,January,1,2,,(D),,(D)
"Martin County, IN",18,101,2020,January,1,3,,(D),,(D)
"Martin County, IN",18,101,2020,January,1,4,,(D),,(D)
"Miami County, IN",18,103,2020,January,1,1,37,,-11.90%,
"Miami County, IN",18,103,2020,January,1,2,45,,45.20%,
"Miami County, IN",18,103,2020,January,1,3,22,,4.80%,
"Miami County, IN",18,103,2020,January,1,4,25,,38.90%,
"Monroe County, IN",18,105,2020,January,1,1,52,,-8.80%,
"Monroe County, IN",18,105,2020,January,1,2,54,,-15.60%,
"Monroe County, IN",18,105,2020,January,1,3,37,,-14.00%,
"Monroe County, IN",18,105,2020,January,1,4,34,,3.00%,
"Montgomery County, IN",18,107,2020,January,1,1,15,,25.00%,
"Montgomery County, IN",18,107,2020,January,1,2,15,,-21.10%,
"Montgomery County, IN",18,107,2020,January,1,3,13,,-18.80%,
"Montgomery County, IN",18,107,2020,January,1,4,12,,-7.70%,
"Morgan County, IN",18,109,2020,January,1,1,60,,-3.20%,
"Morgan County, IN",18,109,2020,January,1,2,53,,-17.20%,
"Morgan County, IN",18,109,2020,January,1,3,40,,-11.10%,
"Morgan County, IN",18,109,2020,January,1,4,31,,-41.50%,
"Newton County, IN",18,111,2020,January,1,1,11,,100.00%,
"Newton County, IN",18,111,2020,January,1,2,,(D),,(D)
"Newton County, IN",18,111,2020,January,1,3,,(D),,(D)
"Newton County, IN",18,111,2020,January,1,4,,(D),,(D)
"Noble County, IN",18,113,2020,January,1,1,63,,18.90%,
"Noble County, IN",18,113,2020,January,1,2,51,,18.60%,
"Noble County, IN",18,113,2020,January,1,3,44,,15.80%,
"Noble County, IN",18,113,2020,January,1,4,21,,90.90%,
"Ohio County, IN",18,115,2020,January,1,1,,(D),,(D)
"Ohio County, IN",18,115,2020,January,1,2,,(D),,(D)
"Ohio County, IN",18,115,2020,January,1,3,,(D),,(D)
"Orange County, IN",18,117,2020,January,1,1,15,,50.00%,
"Orange County, IN",18,117,2020,January,1,2,18,,-14.30%,
"Orange County, IN",18,117,2020,January,1,3,13,,-18.80%,
"Orange County, IN",18,117,2020,January,1,4,11,,-42.10%,
"Owen County, IN",18,119,2020,January,1,1,27,,-12.90%,
"Owen County, IN",18,119,2020,January,1,2,12,,-25.00%,
"Owen County, IN",18,119,2020,January,1,3,17,,13.30%,
"Owen County, IN",18,119,2020,January,1,4,,(D),,(D)
"Parke County, IN",18,121,2020,January,1,1,13,,-45.80%,
"Parke County, IN",18,121,2020,January,1,2,,(D),,(D)
"Parke County, IN",18,121,2020,January,1,3,,(D),,(D)
"Parke County, IN",18,121,2020,January,1,4,,(D),,(D)
"Perry County, IN",18,123,2020,January,1,1,19,,-5.00%,
"Perry County, IN",18,123,2020,January,1,2,25,,38.90%,
"Perry County, IN",18,123,2020,January,1,3,10,,100.00%,
"Perry County, IN",18,123,2020,January,1,4,,(D),,(D)
"Pike County, IN",18,125,2020,January,1,1,14,,27.30%,
"Pike County, IN",18,125,2020,January,1,2,15,,36.40%,
"Pike County, IN",18,125,2020,January,1,3,,(D),,(D)
"Pike County, IN",18,125,2020,January,1,4,11,,100.00%,
"Porter County, IN",18,127,2020,January,1,1,172,,29.30%,
"Porter County, IN",18,127,2020,January,1,2,165,,22.20%,
"Porter County, IN",18,127,2020,January,1,3,100,,-22.50%,
"Porter County, IN",18,127,2020,January,1,4,115,,13.90%,
"Posey County, IN",18,129,2020,January,1,1,11,,-35.30%,
"Posey County, IN",18,129,2020,January,1,2,11,,100.00%,
"Posey County, IN",18,129,2020,January,1,3,,(D),,(D)
"Posey County, IN",18,129,2020,January,1,4,,(D),,(D)
"Pulaski County, IN",18,131,2020,January,1,1,11,,100.00%,
"Pulaski County, IN",18,131,2020,January,1,2,19,,90.00%,
"Pulaski County, IN",18,131,2020,January,1,3,10,,-16.70%,
"Pulaski County, IN",18,131,2020,January,1,4,,(D),,(D)
"Putnam County, IN",18,133,2020,January,1,1,35,,-28.60%,
"Putnam County, IN",18,133,2020,January,1,2,16,,,
"Putnam County, IN",18,133,2020,January,1,3,16,,-30.40%,
"Putnam County, IN",18,133,2020,January,1,4,11,,-42.10%,
"Randolph County, IN",18,135,2020,January,1,1,20,,-25.90%,
"Randolph County, IN",18,135,2020,January,1,2,24,,41.20%,
"Randolph County, IN",18,135,2020,January,1,3,15,,25.00%,
"Randolph County, IN",18,135,2020,January,1,4,12,,-50.00%,
"Ripley County, IN",18,137,2020,January,1,1,16,,23.10%,
"Ripley County, IN",18,137,2020,January,1,2,13,,-43.50%,
"Ripley County, IN",18,137,2020,January,1,3,,(D),,(D)
"Ripley County, IN",18,137,2020,January,1,4,,(D),,(D)
"Rush County, IN",18,139,2020,January,1,1,12,,20.00%,
"Rush County, IN",18,139,2020,January,1,2,,(D),,(D)
