"Table 1: Initial Claims by County of Residence
Hopkins,125,125,-,-
Jackson,26,26,-,-
Jefferson,"2,175","2,173",1,1
Jessamine,89,89,-,-
Johnson,20,20,-,-
Kenton,177,176,1,-
Knott,14,14,-,-
Knox,50,50,-,-
Larue,29,29,-,-
Laurel,134,134,-,-
Lawrence,20,20,-,-
Lee,13,13,-,-
Leslie,15,15,-,-
Letcher,27,27,-,-
Lewis,30,30,-,-
Lincoln,67,67,-,-
Livingston,16,16,-,-
Logan,41,41,-,-
Lyon,18,18,-,-
Madison,184,184,-,-
Magoffin,48,48,-,-
Marion,46,46,-,-
Marshall,111,111,-,-
Martin,10,10,-,-
Mason,47,47,-,-
McCracken,157,157,-,-
McCreary,23,23,-,-
McLean,25,25,-,-
Meade,67,67,-,-
Menifee,30,30,-,-
Mercer,41,41,-,-
Metcalfe,71,71,-,-
Monroe,18,18,-,-
Montgomery,86,86,-,-
Morgan,27,27,-,-
Muhlenberg,77,77,-,-
Nelson,123,123,-,-
Nicholas,8,8,-,-
Ohio,76,76,-,-
Oldham,69,69,-,-
Owen,9,9,-,-
Owsley,3,3,-,-
Pendleton,14,14,-,-
Perry,35,35,-,-
Pike,73,73,-,-
Powell,35,35,-,-
Pulaski,313,313,-,-
Robertson,1,1,-,-
Rockcastle,24,24,-,-
Rowan,54,54,-,-
Russell,37,37,-,-
Scott,86,86,-,-
Shelby,66,66,-,-
Simpson,28,28,-,-
Spencer,39,39,-,-
Taylor,63,63,-,-
Todd,13,13,-,-
Trigg,24,23,1,-
Trimble,9,9,-,-
Union,19,19,-,-
Warren,321,321,-,-
Washington,23,23,-,-
Wayne,32,32,-,-
Webster,19,19,-,-
Whitley,48,47,1,-
Wolfe,29,29,-,-
Woodford,35,35,-,-
Interstate,359,359,-,-
Commuter,598,598,-,-
,,,,
"Table 1: Initial Claims by County of Residence
May 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"10,294","10,269",13,12
Adair,34,34,-,-
Allen,29,29,-,-
Anderson,35,35,-,-
Ballard,26,26,-,-
Barren,105,104,1,-
Bath,22,22,-,-
Bell,62,62,-,-
Boone,150,150,-,-
Bourbon,30,30,-,-
Boyd,92,92,-,-
Boyle,76,76,-,-
Bracken,16,16,-,-
Breathitt,36,36,-,-
Breckinridge,38,38,-,-
Bullitt,139,139,-,-
Butler,20,20,-,-
Caldwell,134,133,-,1
Calloway,416,416,-,-
Campbell,119,119,-,-
Carlisle,3,3,-,-
Carroll,16,16,-,-
Carter,80,80,-,-
Casey,14,14,-,-
Christian,224,220,3,1
Clark,64,64,-,-
Clay,35,35,-,-
Clinton,17,17,-,-
Crittenden,22,22,-,-
Cumberland,19,19,-,-
Daviess,267,267,-,-
Edmonson,19,18,1,-
Elliott,24,24,-,-
Estill,12,12,-,-
Fayette,525,525,-,-
Fleming,36,36,-,-
Floyd,64,64,-,-
Franklin,87,87,-,-
Fulton,11,11,-,-
Gallatin,15,15,-,-
Garrard,23,23,-,-
Grant,28,28,-,-
Graves,98,98,-,-
Grayson,67,67,-,-
Green,22,22,-,-
Greenup,55,55,-,-
Hancock,18,18,-,-
Hardin,200,196,2,2
Harlan,52,52,-,-
Harrison,17,17,-,-
Hart,31,31,-,-
Henderson,64,64,-,-
Henry,18,18,-,-
Hickman,7,7,-,-
Hopkins,174,174,-,-
Jackson,25,25,-,-
Jefferson,"1,729","1,728",1,-
Jessamine,77,77,-,-
Johnson,49,49,-,-
Kenton,211,211,-,-
Knott,31,31,-,-
Knox,44,43,-,1
Larue,22,22,-,-
Laurel,111,111,-,-
Lawrence,26,26,-,-
Lee,18,18,-,-
Leslie,14,14,-,-
Letcher,21,21,-,-
Lewis,32,32,-,-
Lincoln,37,37,-,-
Livingston,32,32,-,-
Logan,32,32,-,-
Lyon,37,37,-,-
Madison,193,193,-,-
Magoffin,49,49,-,-
Marion,35,35,-,-
Marshall,125,125,-,-
Martin,10,10,-,-
Mason,29,29,-,-
McCracken,186,186,-,-
McCreary,22,22,-,-
McLean,27,26,1,-
Meade,46,45,1,-
Menifee,24,24,-,-
Mercer,41,41,-,-
Metcalfe,18,18,-,-
Monroe,16,16,-,-
Montgomery,66,66,-,-
Morgan,35,35,-,-
Muhlenberg,90,90,-,-
Nelson,68,68,-,-
Nicholas,23,23,-,-
Ohio,60,59,1,-
Oldham,64,64,-,-
Owen,13,13,-,-
Owsley,6,6,-,-
Pendleton,26,26,-,-
Perry,34,34,-,-
Pike,295,295,-,-
Powell,23,23,-,-
Pulaski,319,318,1,-
Robertson,3,3,-,-
Rockcastle,26,26,-,-
Rowan,86,86,-,-
Russell,35,35,-,-
Scott,79,79,-,-
Shelby,48,48,-,-
Simpson,28,28,-,-
Spencer,25,25,-,-
Taylor,61,61,-,-
Todd,12,12,-,-
Trigg,37,36,1,-
Trimble,13,13,-,-
Union,11,11,-,-
Warren,278,278,-,-
Washington,16,16,-,-
Wayne,39,39,-,-
Webster,40,40,-,-
Whitley,63,63,-,-
Wolfe,8,8,-,-
Woodford,29,29,-,-
Interstate,385,378,-,7
Commuter,474,474,-,-
,,,,
"Table 1: Initial Claims by County of Residence
April 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"9,974","9,948",8,18
Adair,40,40,-,-
Allen,27,27,-,-
Anderson,34,34,-,-
Ballard,26,26,-,-
Barren,215,215,-,-
Bath,45,45,-,-
Bell,25,25,-,-
Boone,147,146,1,-
Bourbon,29,29,-,-
Boyd,84,84,-,-
Boyle,65,65,-,-
Bracken,9,9,-,-
Breathitt,36,36,-,-
Breckinridge,35,35,-,-
Bullitt,207,207,-,-
Butler,30,30,-,-
Caldwell,69,69,-,-
Calloway,51,51,-,-
Campbell,75,75,-,-
Carlisle,3,3,-,-
Carroll,24,24,-,-
Carter,58,58,-,-
Casey,24,24,-,-
Christian,253,249,-,4
Clark,68,68,-,-
Clay,29,29,-,-
Clinton,47,47,-,-
Crittenden,13,13,-,-
Cumberland,20,20,-,-
Daviess,169,169,-,-
Edmonson,20,20,-,-
Elliott,18,18,-,-
Estill,19,19,-,-
Fayette,450,449,-,1
Fleming,32,32,-,-
Floyd,55,55,-,-
Franklin,78,78,-,-
Fulton,4,4,-,-
Gallatin,13,13,-,-
Garrard,47,47,-,-
Grant,41,41,-,-
Graves,47,47,-,-
Grayson,146,144,2,-
Green,18,18,-,-
Greenup,69,69,-,-
Hancock,10,10,-,-
Hardin,197,194,1,2
Harlan,26,26,-,-
Harrison,35,35,-,-
Hart,30,30,-,-
Henderson,53,53,-,-
Henry,26,26,-,-
Hickman,5,5,-,-
Hopkins,155,155,-,-
Jackson,27,27,-,-
Jefferson,"2,126","2,125",1,-
Jessamine,83,83,-,-
Johnson,38,38,-,-
Kenton,193,193,-,-
Knott,17,17,-,-
Knox,53,53,-,-
Larue,27,27,-,-
Laurel,81,81,-,-
Lawrence,36,36,-,-
Lee,6,6,-,-
Leslie,13,13,-,-
Letcher,20,20,-,-
Lewis,52,52,-,-
Lincoln,68,68,-,-
Livingston,18,18,-,-
Logan,34,34,-,-
Lyon,18,18,-,-
Madison,174,174,-,-
Magoffin,38,38,-,-
Marion,50,50,-,-
Marshall,53,53,-,-
Martin,8,8,-,-
Mason,23,23,-,-
McCracken,152,152,-,-
McCreary,34,34,-,-
McLean,26,26,-,-
Meade,76,76,-,-
Menifee,22,21,1,-
Mercer,45,45,-,-
Metcalfe,23,23,-,-
Monroe,13,13,-,-
Montgomery,88,88,-,-
Morgan,23,23,-,-
Muhlenberg,88,88,-,-
Nelson,112,112,-,-
Nicholas,9,9,-,-
Ohio,43,43,-,-
Oldham,81,81,-,-
Owen,12,12,-,-
Owsley,3,3,-,-
Pendleton,15,15,-,-
Perry,34,34,-,-
Pike,73,73,-,-
Powell,25,25,-,-
Pulaski,399,399,-,-
Robertson,3,3,-,-
Rockcastle,36,36,-,-
Rowan,50,50,-,-
Russell,27,27,-,-
Scott,76,76,-,-
Shelby,59,59,-,-
Simpson,32,32,-,-
Spencer,26,26,-,-
Taylor,82,82,-,-
Todd,16,16,-,-
Trigg,39,39,-,-
Trimble,15,15,-,-
Union,14,14,-,-
Warren,192,191,1,-
Washington,18,18,-,-
Wayne,68,68,-,-
Webster,42,42,-,-
Whitley,49,49,-,-
Wolfe,12,12,-,-
Woodford,35,35,-,-
Interstate,354,342,1,11
Commuter,526,526,-,-
,,,,
"Table 1: Initial Claims by County of Residence
February 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"13,724","13,687",9,28
Adair,35,35,-,-
Allen,37,37,-,-
Anderson,39,39,-,-
Ballard,28,28,-,-
Barren,115,115,-,-
Bath,31,31,-,-
Bell,34,34,-,-
Boone,172,172,-,-
Bourbon,22,22,-,-
Boyd,61,61,-,-
Boyle,54,54,-,-
Bracken,19,19,-,-
Breathitt,20,20,-,-
Breckinridge,46,45,-,1
Bullitt,253,253,-,-
Butler,31,31,-,-
Caldwell,45,45,-,-
Calloway,66,66,-,-
Campbell,98,98,-,-
Carlisle,9,9,-,-
Carroll,43,43,-,-
Carter,82,81,-,1
Casey,20,20,-,-
Christian,156,154,-,2
Clark,71,71,-,-
Clay,31,31,-,-
Clinton,32,32,-,-
Crittenden,26,26,-,-
Cumberland,8,8,-,-
Daviess,198,198,-,-
Edmonson,37,37,-,-
Elliott,17,17,-,-
Estill,25,24,-,1
Fayette,429,428,-,1
Fleming,29,29,-,-
Floyd,44,44,-,-
Franklin,100,100,-,-
Fulton,7,7,-,-
Gallatin,12,12,-,-
Garrard,33,33,-,-
Grant,49,49,-,-
Graves,64,64,-,-
Grayson,52,52,-,-
Green,22,22,-,-
Greenup,45,45,-,-
Hancock,11,11,-,-
Hardin,267,264,-,3
Harlan,32,32,-,-
Harrison,38,38,-,-
Hart,30,30,-,-
Henderson,53,53,-,-
Henry,41,41,-,-
Hickman,1,1,-,-
Hopkins,111,111,-,-
Jackson,21,21,-,-
Jefferson,"5,837","5,837",-,-
Jessamine,59,59,-,-
Johnson,51,51,-,-
Kenton,183,181,2,-
Knott,10,10,-,-
Knox,32,32,-,-
Larue,33,33,-,-
Laurel,89,89,-,-
Lawrence,35,34,-,1
Lee,10,10,-,-
Leslie,6,6,-,-
Letcher,17,17,-,-
Lewis,30,30,-,-
Lincoln,56,56,-,-
Livingston,42,42,-,-
Logan,53,53,-,-
Lyon,11,11,-,-
Madison,132,132,-,-
Magoffin,57,57,-,-
Marion,42,42,-,-
Marshall,108,108,-,-
Martin,17,17,-,-
Mason,33,33,-,-
McCracken,192,191,-,1
McCreary,19,19,-,-
McLean,23,23,-,-
Meade,66,65,1,-
Menifee,33,33,-,-
Mercer,50,49,1,-
Metcalfe,18,18,-,-
Monroe,97,97,-,-
Montgomery,73,72,1,-
Morgan,56,56,-,-
Muhlenberg,80,80,-,-
Nelson,146,146,-,-
Nicholas,17,17,-,-
Ohio,88,88,-,-
Oldham,68,68,-,-
Owen,11,11,-,-
Owsley,9,9,-,-
Pendleton,19,19,-,-
Perry,30,30,-,-
Pike,57,57,-,-
Powell,29,29,-,-
Pulaski,338,337,-,1
Robertson,8,8,-,-
Rockcastle,16,16,-,-
Rowan,38,37,-,1
Russell,78,78,-,-
Scott,82,82,-,-
Shelby,144,144,-,-
Simpson,48,48,-,-
Spencer,59,59,-,-
Taylor,51,51,-,-
Todd,26,26,-,-
Trigg,30,30,-,-
Trimble,29,29,-,-
Union,8,8,-,-
Warren,199,198,-,1
Washington,21,21,-,-
Wayne,44,44,-,-
Webster,28,28,-,-
Whitley,42,41,1,-
Wolfe,37,37,-,-
Woodford,20,20,-,-
Interstate,325,321,2,2
Commuter,477,464,1,12
,,,,
"Table 1: Initial Claims by County of Residence
February 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"13,724","13,687",9,28
Adair,35,35,-,-
Allen,37,37,-,-
Anderson,39,39,-,-
Ballard,28,28,-,-
Barren,115,115,-,-
Bath,31,31,-,-
Bell,34,34,-,-
Boone,172,172,-,-
Bourbon,22,22,-,-
Boyd,61,61,-,-
Boyle,54,54,-,-
Bracken,19,19,-,-
Breathitt,20,20,-,-
Breckinridge,46,45,-,1
Bullitt,253,253,-,-
Butler,31,31,-,-
Caldwell,45,45,-,-
Calloway,66,66,-,-
Campbell,98,98,-,-
Carlisle,9,9,-,-
Carroll,43,43,-,-
Carter,82,81,-,1
Casey,20,20,-,-
Christian,156,154,-,2
Clark,71,71,-,-
Clay,31,31,-,-
Clinton,32,32,-,-
Crittenden,26,26,-,-
Cumberland,8,8,-,-
Daviess,198,198,-,-
Edmonson,37,37,-,-
Elliott,17,17,-,-
Estill,25,24,-,1
Fayette,429,428,-,1
Fleming,29,29,-,-
Floyd,44,44,-,-
Franklin,100,100,-,-
Fulton,7,7,-,-
Gallatin,12,12,-,-
Garrard,33,33,-,-
Grant,49,49,-,-
Graves,64,64,-,-
Grayson,52,52,-,-
Green,22,22,-,-
Greenup,45,45,-,-
Hancock,11,11,-,-
Hardin,267,264,-,3
Harlan,32,32,-,-
Harrison,38,38,-,-
Hart,30,30,-,-
Henderson,53,53,-,-
Henry,41,41,-,-
Hickman,1,1,-,-
Hopkins,111,111,-,-
Jackson,21,21,-,-
Jefferson,"5,837","5,837",-,-
Jessamine,59,59,-,-
Johnson,51,51,-,-
Kenton,183,181,2,-
Knott,10,10,-,-
Knox,32,32,-,-
Larue,33,33,-,-
Laurel,89,89,-,-
Lawrence,35,34,-,1
Lee,10,10,-,-
Leslie,6,6,-,-
Letcher,17,17,-,-
Lewis,30,30,-,-
Lincoln,56,56,-,-
Livingston,42,42,-,-
Logan,53,53,-,-
Lyon,11,11,-,-
Madison,132,132,-,-
Magoffin,57,57,-,-
Marion,42,42,-,-
Marshall,108,108,-,-
Martin,17,17,-,-
Mason,33,33,-,-
McCracken,192,191,-,1
McCreary,19,19,-,-
McLean,23,23,-,-
Meade,66,65,1,-
Menifee,33,33,-,-
Mercer,50,49,1,-
Metcalfe,18,18,-,-
Monroe,97,97,-,-
Montgomery,73,72,1,-
Morgan,56,56,-,-
Muhlenberg,80,80,-,-
Nelson,146,146,-,-
Nicholas,17,17,-,-
Ohio,88,88,-,-
Oldham,68,68,-,-
Owen,11,11,-,-
Owsley,9,9,-,-
Pendleton,19,19,-,-
Perry,30,30,-,-
Pike,57,57,-,-
Powell,29,29,-,-
Pulaski,338,337,-,1
Robertson,8,8,-,-
Rockcastle,16,16,-,-
Rowan,38,37,-,1
Russell,78,78,-,-
Scott,82,82,-,-
Shelby,144,144,-,-
Simpson,48,48,-,-
Spencer,59,59,-,-
Taylor,51,51,-,-
Todd,26,26,-,-
Trigg,30,30,-,-
Trimble,29,29,-,-
Union,8,8,-,-
Warren,199,198,-,1
Washington,21,21,-,-
Wayne,44,44,-,-
Webster,28,28,-,-
Whitley,42,41,1,-
Wolfe,37,37,-,-
Woodford,20,20,-,-
Interstate,325,321,2,2
Commuter,477,464,1,12
,,,,
"Table 1: Initial Claims by County of Residence
January 2019",,,,
County of Residence,All Programs,UI,UCFE,UCX
State Total,"18,865","18,618",235,12
Adair,88,88,-,-
Allen,64,63,1,-
Anderson,59,58,1,-
Ballard,44,44,-,-
Barren,300,297,3,-
Bath,69,69,-,-
Bell,46,46,-,-
Boone,446,424,22,-
Bourbon,42,42,-,-
Boyd,141,140,-,1
Boyle,74,74,-,-
Bracken,38,38,-,-
Breathitt,48,48,-,-
Breckinridge,66,66,-,-
Bullitt,269,269,-,-
Butler,54,54,-,-
Caldwell,49,49,-,-
Calloway,130,130,-,-
Campbell,289,268,20,1
Carlisle,19,19,-,-
Carroll,46,46,-,-
Carter,148,148,-,-
Casey,"1,590","1,590",-,-
Christian,247,244,-,3
Clark,93,92,1,-
Clay,57,57,-,-
Clinton,23,23,-,-
Crittenden,41,41,-,-
Cumberland,15,15,-,-
Daviess,316,313,3,-
Edmonson,50,48,2,-
Elliott,27,27,-,-
Estill,34,34,-,-
Fayette,602,601,1,-
Fleming,59,59,-,-
Floyd,105,105,-,-
Franklin,113,113,-,-
Fulton,7,7,-,-
Gallatin,28,27,1,-
Garrard,51,51,-,-
Grant,94,92,2,-
Graves,114,114,-,-
Grayson,481,481,-,-
Green,41,41,-,-
Greenup,85,85,-,-
Hancock,18,18,-,-
Hardin,"1,338","1,335",2,1
Harlan,36,36,-,-
Harrison,51,51,-,-
Hart,92,92,-,-
Henderson,81,81,-,-
Henry,54,53,1,-
Hickman,16,16,-,-
Hopkins,120,119,1,-
Jackson,35,35,-,-
Jefferson,"2,312","2,306",5,1
Jessamine,103,103,-,-
Johnson,86,86,-,-
Kenton,676,631,44,1
Knott,30,30,-,-
Knox,56,56,-,-
Larue,62,62,-,-
Laurel,118,118,-,-
Lawrence,35,35,-,-
Lee,17,17,-,-
Leslie,17,17,-,-
Letcher,41,41,-,-
Lewis,79,79,-,-
Lincoln,98,98,-,-
Livingston,67,67,-,-
Logan,77,77,-,-
Lyon,33,33,-,-
Madison,186,186,-,-
Magoffin,111,111,-,-
Marion,75,74,-,1
Marshall,167,167,-,-
Martin,27,27,-,-
Mason,49,49,-,-
McCracken,229,228,1,-
McCreary,49,46,3,-
McLean,32,32,-,-
Meade,87,87,-,-
Menifee,46,45,1,-
Mercer,80,80,-,-
Metcalfe,35,35,-,-
Monroe,165,165,-,-
Montgomery,129,129,-,-
Morgan,62,62,-,-
Muhlenberg,109,109,-,-
Nelson,204,204,-,-
Nicholas,16,16,-,-
Ohio,118,117,1,-
Oldham,121,120,1,-
Owen,36,35,-,1
Owsley,17,17,-,-
Pendleton,56,52,4,-
Perry,71,71,-,-
Pike,108,108,-,-
Powell,51,51,-,-
Pulaski,701,699,2,-
Robertson,3,3,-,-
Rockcastle,47,47,-,-
Rowan,84,83,1,-
Russell,82,82,-,-
Scott,111,111,-,-
Shelby,107,107,-,-
Simpson,78,78,-,-
Spencer,60,59,1,-
Taylor,85,85,-,-
Todd,35,35,-,-
Trigg,53,53,-,-
Trimble,21,21,-,-
Union,26,26,-,-
Warren,434,434,-,-
Washington,43,43,-,-
Wayne,57,57,-,-
Webster,29,29,-,-
Whitley,60,60,-,-
Wolfe,48,48,-,-
Woodford,53,53,-,-
Interstate,500,484,15,1
Commuter,"1,162","1,066",95,1
